packagecode,groupid,modelid,groupname,modelname,hardwareversion,networkprovider,mainfirmwaretype,mainfirmware,coprocfirmwaretype,coprocfirmware,mainsettingsname,mainsettingsid,coprocsettingname,plsign,isvalid,updatedby,updatedat,disable
795,4588,1738,Neuron,BMS_Neuron_51.2V_51.2V 100Ah_2024_EV_AT,P25V12,AIOT,,LAFMV2-4G_EC200UCN-P25V12-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V12_OCT_03_2024_12,,0000000000000000000000000000000000000000000000000000000000000000,6BF292AEE88F19358C95B9E21E97F8976BBFDC1FE59487A20F365ECDD9340A32,618B29A0EE05E2AB9DBB36CFF49AD8258DAE5FE8A3140142E5F8E216E8002AE7,false,varashebkanthi@intellicar.in,1740470640600,false
805,3120,1753,Inverted_energy,BMS_Inverted_51.2V 48 Ah_Daly_500_2024_EV_AT,P22V9,AIOT,,LAFMV2-4G_EC200UCN-P22V9-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P22V9_AUG_05_2024_11_CHARGER_SENSE,,C0949A5EAC9373902C95E9188A4510FCFCFFF7817F21B951A34BB5974B37A2A8,50D4B508AFC45F691D6127BD8519350406CB66106A10F2E31BD0FA4604289E81,44B388B38E4F84443339B75D311CA9EFBA5E47DC625888DE88A9879A1B9B57DE,false,varashebkanthi@intellicar.in,1740470640690,false
815,3919,1181,Charzer,Car_Tata_Xpress -T_Ziptron_2022_EV_AT,P25V12,AIOT,,LAFMV2-4G_EC200UCN-P25V12-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CANIO_P25V12_P30V4_NOV_05_2024_15_BLU_TIGOR_KLE_HAHB_OS,,70E4D06376A24A461E463ED6793E9E8E4D4EA11C6D4FED0F1284F60C919A1448,6230227D2A690CD79A2D9A7CE1287F733815FF54ECC93850ADA2859B316EF4F7,BA0646E87B1396C84F4A15CDFE58E80168F0752FBDEF272FBC3C3002230BEF46,false,varashebkanthi@intellicar.in,1740470640790,false
789,3633,0,Eastman,____0__,P25V7,AIOT,,LAFMV2-4G_EC200UCN-P25V7-F1V7-MAY_13_2024_20-DNS-AIOT,,LAFC_CAN_P25V7_MAY_23_2024_17,,0000000000000000000000000000000000000000000000000000000000000000,C7A467610D81F50879482C038C26FEB56D3BB33A7BEE0D8D537457DDAF70DAE7,60C97B06A21AA047488B4EA3ACD1360DAB77E88D1F5F59D1F9BDDE753750240A,false,varashebkanthi@intellicar.in,1740470640524,false
798,4428,1565,IntelliOne,VFD_Crompton Greaves_VSX48-032 20CEB_Fieldmarshal_2023_EV_AT,P25V7,AIOT,,LAFMV2-4G_EC200UCN-P25V7-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_RS485_P25V7_P30V4_MAY_21_2024_12_CROMPTON_9600_8N1,,0000000000000000000000000000000000000000000000000000000000000000,3E63CFBC1181A521CB700855A17D65186BA4556B0F309F5ECEE800316688B824,1D34F7F707FF0B4AC67E3BF7EDE977C66315C39EAC07B37BB167B3C08FE58CFB,false,varashebkanthi@intellicar.in,1740470640617,false
807,3425,1451,ScooEV_Sigrid,eBike_Quantum_Bziness_Trontek BMS_2023_EV_AT,P25V6,AIOT,,LAFMV2-4G_EC200UCN-P25V6-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V6_MAY_23_2024_17,,481CD7DE7A9CD987B66AAB922355A971318F1C8C190DFB2C8C064EBA61B1183A,83E369DE976BB93117B3EB32535631BE678650EB3408040E3DC0B3B0FDA09491,13CCDFEE96BE597057F382CDBAF0184F5BE2ACC66E45E3A35405B2B0EE17F7E8,false,varashebkanthi@intellicar.in,1740470640705,false
816,3015,1311,MBSI_LA5,Bike_Suzuki_Gixxer 150_Default_2023_P_AT,P25V6,AIOT,,LAFMV2-4G_EC200UCN-P25V6-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V6_SEP_05_2023_14,,0000000000000000000000000000000000000000000000000000000000000000,83E369DE976BB93117B3EB32535631BE678650EB3408040E3DC0B3B0FDA09491,13CCDFEE96BE597057F382CDBAF0184F5BE2ACC66E45E3A35405B2B0EE17F7E8,false,varashebkanthi@intellicar.in,1740470640794,false
826,3060,1644,BikeBazaar,eBike_Quantum_Bziness_Local-NMC500_2024_EV_AT,P25V7,AIOT,,LAFMV2-4G_EC200UCN-P25V7-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V7_MAY_23_2024_17,,0000000000000000000000000000000000000000000000000000000000000000,1A15815D35030D81400E4A94A2558D8D57FFBE518B143166D4ED9B144E9CD6E8,CA0A967F96390AA6094210402AE97BCE1C565FBD64F790A7CE4F4F45299E423D,false,varashebkanthi@intellicar.in,1740470640883,false
835,2818,1778,MBSI_PVT_LTD,Car_Tata_Xpress -T_Ziptron_2024_P_MT,P25V12,AIOT,,LAFMV2-4G_EC200UCN-P25V12-F1V11-OCT_03_2024_14-DNS-AIOT,,LAFC_CANIO_P25V12_P30V6_NOV_29_2024_10_BLU_TIGOR_KLE_HAHB_OS,,0000000000000000000000000000000000000000000000000000000000000000,6230227D2A690CD79A2D9A7CE1287F733815FF54ECC93850ADA2859B316EF4F7,BA0646E87B1396C84F4A15CDFE58E80168F0752FBDEF272FBC3C3002230BEF46,false,varashebkanthi@intellicar.in,1740470640973,false
846,4295,1181,SatyaSai_Travels,Car_Tata_Xpress -T_Ziptron_2022_EV_AT,P25V3,AIOT,,LAFMV2-4G_EC200UCN-P25V3-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CANIO_P25V3_AUG_16_2023_19_BLU,,0000000000000000000000000000000000000000000000000000000000000000,5B1FC2E9CE2E3146200240365CF92D40B1171203DD95AE8F1D0BE8BC665E9D7F,669A608F3ADBC30DE9E47DE179125B246C6B17C6714CC9EEFFA5F69BFCD739ED,false,varashebkanthi@intellicar.in,1740470641067,false
855,6211,1771,voltguard_power,BMS_voltguar_51.2V 105AH_JBD500_2024_EV_AT,P22V9,AIOT,,LAFMV2-4G_EC200UCN-P22V9-F1V9-AUG_17_2024_11-DNS-AIOT,,LAFC_CAN_P22V9_AUG_05_2024_11_CHARGER_SENSE,,C0949A5EAC9373902C95E9188A4510FCFCFFF7817F21B951A34BB5974B37A2A8,6BF292AEE88F19358C95B9E21E97F8976BBFDC1FE59487A20F365ECDD9340A32,618B29A0EE05E2AB9DBB36CFF49AD8258DAE5FE8A3140142E5F8E216E8002AE7,false,varashebkanthi@intellicar.in,1740470641157,false
865,3633,0,Eastman,____0__,SFF-V1,AIRTEL,,LAF_SFF_V2_0_15_11_2022_05_P,,LAFC_CAN_FW_V2_3_1-Mar_24_2023-12_01_25,,,AE988D02A3F952842CB7051D7CA6A2D1E3DDA171328F2F0C63C4A6FAF53A7B42,922E35DD992847CC75154E785E65186FF172B311E0CFF6FA2EAC0E4B314CD036,false,varashebkanthi@intellicar.in,1740470641247,false
790,4227,1459,Moove,Car_Maruti_Wagonr_Default_2023_CNG_MT,P25V6,AIRTEL,,LAFM_4G_P25V6_OCT_12_2023_19_S_PANIC_TEST,,LAFC_CAN_P25V6_OCT_05_2023_14,,0000000000000000000000000000000000000000000000000000000000000000,32776D56967C6B45B7FB573DB194FBC6388B1D6A36253C1A3B882E6AA914DD79,733707B36D9F5027341BECE575742A4EE0C6391FC32382E1E196164F2F9E558E,false,varashebkanthi@intellicar.in,1740470640548,false
800,3902,898,EVM_secondarydevice,Car_Datsun_Redi Go_Default_2020_D_MT,SFF-V1,AIRTEL,,LAF_SFF_V2_0_15_11_2022_05_P,,LAFC_CAN_FW_V2_2_2,,,09AB9C1460D7E4BEE28B36A7F036DD35FDFA3D59C3E87A1EF7CFB2FDC634B623,F00F869DFD2A5DE385D4F9AC47E52501173A8AA59C9E4EF55A7DE41ACDF6248C,false,varashebkanthi@intellicar.in,1740470640636,false
810,5504,1235,MahindraDemo,eRickshaw_MLR Auto_Eltra_Cargo_SEG+Exicom_2023_EV_AT,P25V1,AIOT,,LAFMV2-4G_EC200UCN-P25V1-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V1_MAR_21_2024_14_MLR_ODO_HAHB_OS,,3DFA24EDE3BA32D9E0EF515BF148E694CC39468B133A9FD39D01ECD6972F7FAB,314B7DDB47D64A2D9A92CE51D5C4125CEDD9FFCDDFB251CE521E6DDED65BB29F,C9E0D2D8E402CF260A6B422B77DF8BFFE7B2CA698AFAB67027589A8F3BDD51D8,false,varashebkanthi@intellicar.in,1740470640728,false
820,4531,1515,EV91_Riderz,eBike_BGauss_C12_i Max_2024_EV_AT,P25V6,AIRTEL,,LAFM_4G_P25V6_SEPT_12_2023_10_S,,LAFC_CAN_P25V6_OCT_05_2023_14,,0000000000000000000000000000000000000000000000000000000000000000,8E7348D6FCC755295409C4D5781634CF6B069BED0FB55FA80A53FD4DBF63DF52,47F1431913E34C3402244A49B77C974567A7251049B85B0308B5A0ED2C40F4C3,false,varashebkanthi@intellicar.in,1740470640816,false
830,3758,1441,Likraft,BMS_Likraft_52V_JBD_2023_EV_AT,SFF-V1,AIRTEL,,LAF_SFF_V2_0_15_11_2022_05_P,,LAFC_CAN_2G_SFF_OCT_05_2023_14,,,873CD5338BCED6FCA08A2739D085986637A23939019EAA772301E29ECD45A836,18C368920A46CCAB9871AF59179DC337034BC600E0CEF7D8F8FD4B32A190BEEF,false,varashebkanthi@intellicar.in,1740470640906,false
840,3033,1383,vidyuttech_API,eRickshaw_Piaggio_Ape E-Xtra FX_EV_2023_EV_AT,P25V3,AIRTEL,,LAFM_4G_P25V3_AUG_31_2023_16_S,,LAFC_CAN_P25V3_OCT_05_2023_14,,0000000000000000000000000000000000000000000000000000000000000000,935FBCE2981387C57DE68172678A68DE3B92097467A0089DE43A49E1B69005BD,72F5B7A47A6C46657CFAD08DD095F48B01D231AF532C868AD29FAF4998A6CDA8,false,varashebkanthi@intellicar.in,1740470640997,false
849,3902,1459,EVM_secondarydevice,Car_Maruti_Wagonr_Default_2023_CNG_MT,P25V7,AIOT,,LAFMV2-4G_EC200UCN-P25V7-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V7_SEP_13_2024_14,,0000000000000000000000000000000000000000000000000000000000000000,32776D56967C6B45B7FB573DB194FBC6388B1D6A36253C1A3B882E6AA914DD79,733707B36D9F5027341BECE575742A4EE0C6391FC32382E1E196164F2F9E558E,false,varashebkanthi@intellicar.in,1740470641086,false
859,1822,771,Amplus,eBike_Lectrix_LX25D_Default_2021_EV_AT,P25V6,AIRTEL,,LAFM_4G_P25V6_SEPT_12_2023_10_S,,LAFC_CAN_P25V6_OCT_05_2023_14,,0000000000000000000000000000000000000000000000000000000000000000,30C5CE03DB8A0C55F1B694E414C2C92A4BA60024A8C37D17440A1B3B860B50C1,,false,varashebkanthi@intellicar.in,1740470641176,false
869,3633,1663,Eastman,BMS_Eastman_EM LFP S 51105 H_JBD CAN 250_2024_EV_AT,P25V9,AIOT,,LAFMV2-4G_EC200UCN-P25V9-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V9_MAY_23_2024_17,,1F431229EEAF00882BE0DEC08596B2D395239C6E52720C17335EF379CDDF5DF6,012A41BD2458D36E8CF2F33232524D27229B265F775CA76FF21285854ADCC19F,,false,varashebkanthi@intellicar.in,1740470641265,false
794,5909,1568,Abroad_Clients,Inverter_SRNE_2024_Biliti_2024_EV_AT,P25V7,NG_ONO,,LAFMV2-4G_EG21G-P25V7-F1V10-SEP_21_2024_13-DNS-NG_ONO-BETA,,LAFC_RS485_P25V7_P30V4_JUN_03_2024_13_BILITI_SRNE_9600_8N1_TEST_V2,,0000000000000000000000000000000000000000000000000000000000000000,67EE2C6071EBBD393286A22E368964077D2D026C6C5A595CEA0222BFF382FE5A,69D68C8452B4DBE7B1AAF06BCC987DFCC5C078DE91BFEF6FBA3BD311B9E2FE6B,false,varashebkanthi@intellicar.in,1740470640598,false
804,1717,490,IndusGo,Car_Maruti_Wagonr_VXI_2019_P_AMT,MINI-V26,AIRTEL,,LAFM_MINI_V2_6_OCT21_19_06_2022_23,,LAFC_CAN_GENERIC_MAY_23_2024_17,,,8283DAD575B63A5621A69387614D4134A24F343743EF130D7B2945EBA1EB27A8,EC36DA3797FBF2948F5A4A45AF88A2E78C68991FA3287B531B3281ADB678CBC2,false,varashebkanthi@intellicar.in,1740470640688,false
814,2770,1444,MUPL,Tata ace_Tata_Tata Ace_EV_2023_EV_AT,P25V7,JIO2,,LAFMV2-4G_EC200UCN-P25V7-F1V12-NOV_28_2024_18-DNSV6-JIO2,,LAFC_CAN_P25V7_MAR_27_2024_15_MOEVING_TATA_ACE_HAHB,,0000000000000000000000000000000000000000000000000000000000000000,12CA462BD144236CD81F55C9BCCF2284362221DE59367775AA4E74C4B5F50D33,6929F78FFD9F39BE840F5F2D9E9438FBAEEE372C8422A30ECD7452434F35D3E8,false,varashebkanthi@intellicar.in,1740470640780,false
824,3093,0,Greaves_3W_MLR_Auto,____0__,SFF-V1,AIRTEL,,LAF_SFF_V2_0_15_11_2022_05_P,,LAFC_CAN_2G_SFF_OCT_05_2023_14,,,653C34D233BBFD2C049A257F10D817A093D33C6AAF10E1A3E3DEA776D19EB450,,false,varashebkanthi@intellicar.in,1740470640880,false
834,4202,1543,EmoEnergy,eBike_kineticgreen_E luna_500baud rate_2024_EV_AT,P25V12,AIOT,,LAFMV2-4G_EC200UCN-P25V12-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V12_OCT_03_2024_12,,0000000000000000000000000000000000000000000000000000000000000000,83ADCD8CE66B7DF15073FF40B19B39B9E159187B0902CC72A31D4FF73C2463D6,2B1F3806218F386C4219EA70206C1914F1EC7E04406B0EE9FD70586129B16091,false,varashebkanthi@intellicar.in,1740470640970,false
812,2818,1334,MBSI_PVT_LTD,Bike_Hero_Xpulse_200_2023_P_AT,P25V3,AIOT,,LAFMV2-4G_EC200UCN-P25V3-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V3_SEP_05_2023_14,,0000000000000000000000000000000000000000000000000000000000000000,83E369DE976BB93117B3EB32535631BE678650EB3408040E3DC0B3B0FDA09491,13CCDFEE96BE597057F382CDBAF0184F5BE2ACC66E45E3A35405B2B0EE17F7E8,false,varashebkanthi@intellicar.in,1740470640762,false
822,2365,1376,DeviceManagement,BMS_Livguard_BMS_White_Knight_14S_48V_60A_V4_2023_EV_-,P22V5,AIOT,,LAFMV2-4G_EC200UCN-P22V5-F1V7-MAY_13_2024_20-DNS-AIOT,,LAFC_CAN_P22V5_JUL_24_2024_15_BETA,,EE13F4A886D9F4FF7E5C51225A4153607F9448F66F4CB35F2EA18303DDAE8221,5B9B05103FE74F82407122C031EB012DCD6BBECF0F804D03915D5553BE0B122A,B0D2AB98A477DFE3D921E3344C7CD02D16BEC8C921A724443E2814765354D5E3,false,varashebkanthi@intellicar.in,1740470640851,false
831,5179,1634,Astor_motor,eRickshaw_Astor motor_Navy GPT trails_Default_2024_EV_AT,P25V7,AIOT,,LAFMV2-4G_EC200UCN-P25V7-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V7_MAY_23_2024_17,,0000000000000000000000000000000000000000000000000000000000000000,00550BC46DACF28FFFA51B805DDF2A3E5FBFA5B8F898D0FE0B0BA1A39AF061D9,B559C2B9D8A9268984C521D396ED2B40F21CFD9F4584F97A2D9CF96F41D80131,false,varashebkanthi@intellicar.in,1740470640943,false
841,2541,1149,Upgrid_Mobility,BMS_Inverted_48V_V1_2022_EV_AT,SFF-V2,AIRTEL,,LAFMV2-2G_MC60_SFF-F1V1-JAN_04_2023_12-S,,LAFC_CAN_2G_SFF_FEB_01_2024_16,,D2682E0EBDC62251D0336AE65FCBF9DA129454BB7CB3E876375FD2D15F4FA281,A595720B72D997EB32EE6B41A4F5E1CD0DDC8C142ED6426B77A84E4D8C0CB283,ED4453B59B9B0BAE6B7F38BE9538C453362C705412CE7CAFD8E8E0084100CA6E,false,varashebkanthi@intellicar.in,1740470641031,false
851,3902,609,EVM_secondarydevice,Car_Maruti_Celerio_Default_2019_P_AT,SFF-V1,AIRTEL,,LAF_SFF_V2_0_15_11_2022_05_P,,LAFC_CAN_SFF_SEP_13_2024_14,,,8283DAD575B63A5621A69387614D4134A24F343743EF130D7B2945EBA1EB27A8,EC36DA3797FBF2948F5A4A45AF88A2E78C68991FA3287B531B3281ADB678CBC2,false,varashebkanthi@intellicar.in,1740470641118,false
861,4428,1606,IntelliOne,VFD_INVT_GD200A_Shakti_2024_EV_AT,P25V9,AIOT,,LAFMV2-4G_EC200UCN-P25V9-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_RS485_P25V9_P30V4_JUL_09_2024_12_INVT_19200_8E1,,1F431229EEAF00882BE0DEC08596B2D395239C6E52720C17335EF379CDDF5DF6,181134315C5B7EB4298D272526897ACA3C943821C73976B430034B87F858B05A,36B47104991B9BCAB4B000EB37B4079CEC187836D9DFDCCA18A635A724048BAF,false,varashebkanthi@intellicar.in,1740470641207,false
871,4056,1113,MoveInSync,Car_Tata_Xpress -T_Default_2021_EV_AT,P25V7,AIOT,,LAFMV2-4G_EC200UCN-P25V7-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CANIO_P25V7_P30V4_APR_12_2024_10_BLU_TIGOR_HAHB_OS,,70E4D06376A24A461E463ED6793E9E8E4D4EA11C6D4FED0F1284F60C919A1448,6230227D2A690CD79A2D9A7CE1287F733815FF54ECC93850ADA2859B316EF4F7,BA0646E87B1396C84F4A15CDFE58E80168F0752FBDEF272FBC3C3002230BEF46,false,varashebkanthi@intellicar.in,1740470641296,false
881,7,1375,Krishniah Chetty and Sons,Bike_Honda_Activa_Default_2023_P_AT,P25V9,AIOT,,LAFMV2-4G_EC200UCN-P25V9-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V9_SEP_13_2024_14,,0000000000000000000000000000000000000000000000000000000000000000,0D441EF6D6D7650C593ADDC2EF7CE2C8587C5422339E523C944B07BD6CCFE334,DCE525D61E4F4C0E427C214A0C69280EEAA3E1D478DFFBD41C5D78A44C8A0073,false,varashebkanthi@intellicar.in,1740470641384,false
891,3120,1381,Inverted_energy,BMS_Inverted_51.6V_Inverted_JBD_2023_EV_AT,P22V5,AIOT,,LAFMV2-4G_EC200UCN-P22V5-F1V6-MAR_06_2024_16-IP-AIOT,,LAFC_CAN_P22V5_FEB_07_2024_19,,C0949A5EAC9373902C95E9188A4510FCFCFFF7817F21B951A34BB5974B37A2A8,A595720B72D997EB32EE6B41A4F5E1CD0DDC8C142ED6426B77A84E4D8C0CB283,ED4453B59B9B0BAE6B7F38BE9538C453362C705412CE7CAFD8E8E0084100CA6E,false,varashebkanthi@intellicar.in,1740470641475,false
900,2818,1585,MBSI_PVT_LTD,Bike_Royal Enfield_Himalayan 452_Default_2024_P_MT,P25V7,AIOT,,LAFMV2-4G_EC200UCN-P25V7-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V7_MAY_23_2024_17,,0000000000000000000000000000000000000000000000000000000000000000,8E7348D6FCC755295409C4D5781634CF6B069BED0FB55FA80A53FD4DBF63DF52,47F1431913E34C3402244A49B77C974567A7251049B85B0308B5A0ED2C40F4C3,false,varashebkanthi@intellicar.in,1740470641562,false
910,4209,1113,Refex_Green_Mobility,Car_Tata_Xpress -T_Default_2021_EV_AT,P25V1,AIOT,,LAFMV2-4G_EC200UCN-P25V1-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CANIO_P25V1_P30V1_SEP_30_2024_17_REFEX_NEXON_EV_KLE_HAHB_OS,,1FCB5BD9F9EA9646CAF50441186BB3621F29A95383BE2C853601D8CF84C59C4D,6230227D2A690CD79A2D9A7CE1287F733815FF54ECC93850ADA2859B316EF4F7,BA0646E87B1396C84F4A15CDFE58E80168F0752FBDEF272FBC3C3002230BEF46,false,varashebkanthi@intellicar.in,1740470641650,false
920,2208,686,Livguard,BMS_Livguard_48V_V1_2020_EV_AT,P22V9,AIOT,,LAFMV2-4G_EC200UCN-P22V9-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P22V9_MAY_15_2024_16_LIV_CANWKUP,,EE13F4A886D9F4FF7E5C51225A4153607F9448F66F4CB35F2EA18303DDAE8221,5B9B05103FE74F82407122C031EB012DCD6BBECF0F804D03915D5553BE0B122A,B0D2AB98A477DFE3D921E3344C7CD02D16BEC8C921A724443E2814765354D5E3,false,varashebkanthi@intellicar.in,1740470641739,false
930,3128,1152,stefen_electric,BMS_Stefen_48V_Default_2022_EV_AT,SFF-V1,AIRTEL,,LAF_SFF_V2_0_15_11_2022_05_P,,LAFC_CAN_SFF_SEP_13_2024_14,,,A595720B72D997EB32EE6B41A4F5E1CD0DDC8C142ED6426B77A84E4D8C0CB283,ED4453B59B9B0BAE6B7F38BE9538C453362C705412CE7CAFD8E8E0084100CA6E,false,varashebkanthi@intellicar.in,1740470641827,false
940,4257,1089,Gensol,eRickshaw_Euler_HiLoad_AT_2021_EV_AT,P25V3,AIOT,,LAFMV2-4G_EC200UCN-P25V3-F1V6-MAR_06_2024_16-IP-AIOT,,LAFC_CAN_P25V3_OCT_05_2023_14,,0000000000000000000000000000000000000000000000000000000000000000,981599B9304B7B10C2DC8201727EE0BD44B5CD52DC9AF8DA3178DD116344085B,524AFCAA57EE12AC50335BCC95D38A8E15E75E90AE1E8660F143AC9AF56F1FD3,false,varashebkanthi@intellicar.in,1740470641915,false
949,3902,1363,EVM_secondarydevice,Car_Volkswagen_Vento_Default_2018_D_AT,SFF-V1,AIRTEL,,LAF_SFF_V2_0_15_11_2022_05_P,,LAFC_CAN_FW_V2_3_1,,,41A9AD62CC53CD876B57893743BDFDDA05C0A6AAB12E3022ED2218038F3C3DD1,EE37E71BE2314ECBE71EBBE2E7D6BB7D89AF90376FA2F51E94C6144953CE1F73,false,varashebkanthi@intellicar.in,1740470642002,false
958,1717,796,IndusGo,Car_Maruti_Alto_Default_2019_P_MT,SFF-V2,AIOT,,LAFMV2-2G_MC60-SFF-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_SFF_SEP_13_2024_14,,0000000000000000000000000000000000000000000000000000000000000000,8283DAD575B63A5621A69387614D4134A24F343743EF130D7B2945EBA1EB27A8,EC36DA3797FBF2948F5A4A45AF88A2E78C68991FA3287B531B3281ADB678CBC2,false,varashebkanthi@intellicar.in,1740470642089,false
966,4410,1181,EOLTest_Pass_2024,Car_Tata_Xpress -T_Ziptron_2022_EV_AT,P25V12,AIOT,,LAFMV2-4G_EC200UCN-P25V12-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V12_OCT_03_2024_12,,1F431229EEAF00882BE0DEC08596B2D395239C6E52720C17335EF379CDDF5DF6,5B1FC2E9CE2E3146200240365CF92D40B1171203DD95AE8F1D0BE8BC665E9D7F,669A608F3ADBC30DE9E47DE179125B246C6B17C6714CC9EEFFA5F69BFCD739ED,false,varashebkanthi@intellicar.in,1740470642178,false
976,2208,1204,Livguard,BMS_Greenfuel_48V_V3_2022_EV_AT,SFF-V1,AIRTEL,,LAF_SFF_V2_0_15_11_2022_05_P,,LAFC_CAN_FW_V2_3_1,,,3D8EEA3C8FABFB640364605E62455F83A1707CF59764B4EC1BC0115444D8DF62,25D30ADC00C8CD427DDFFF5CBFA589CAEEB55317D171D7625FF299F138164971,false,varashebkanthi@intellicar.in,1740470642270,false
825,3586,1149,Demo_Nupur,BMS_Inverted_48V_V1_2022_EV_AT,P22V5,AIOT,,LAFMV2-4G_EC200UCN-P22V5-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P22V5_OCT_05_2023_14,,C0949A5EAC9373902C95E9188A4510FCFCFFF7817F21B951A34BB5974B37A2A8,A595720B72D997EB32EE6B41A4F5E1CD0DDC8C142ED6426B77A84E4D8C0CB283,ED4453B59B9B0BAE6B7F38BE9538C453362C705412CE7CAFD8E8E0084100CA6E,false,varashebkanthi@intellicar.in,1740470640883,false
836,2938,1298,FAE_Bikes,eBike_Jitendra_JET_Default_2023_EV_AT,P25V3,AIOT,,LAFMV2-4G_EC200UCN-P25V3-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_FW_V2_4_0_HWV2_TEST_4,,0000000000000000000000000000000000000000000000000000000000000000,09AB9C1460D7E4BEE28B36A7F036DD35FDFA3D59C3E87A1EF7CFB2FDC634B623,F00F869DFD2A5DE385D4F9AC47E52501173A8AA59C9E4EF55A7DE41ACDF6248C,false,varashebkanthi@intellicar.in,1740470640974,false
845,3826,1786,lithium,Car_Tata_Xpress -T_Ziptron_2024_EV_AT,P25V12,AIOT,,LAFMV2-4G_EC200UCN-P25V12-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CANIO_P25V12_P30V6_NOV_29_2024_10_BLU_TIGOR_KLE_HAHB_OS,,0000000000000000000000000000000000000000000000000000000000000000,6230227D2A690CD79A2D9A7CE1287F733815FF54ECC93850ADA2859B316EF4F7,BA0646E87B1396C84F4A15CDFE58E80168F0752FBDEF272FBC3C3002230BEF46,false,varashebkanthi@intellicar.in,1740470641067,false
856,3060,1645,BikeBazaar,eBike_Bounce_Infinity_Default_2024_EV_AT,P25V12,AIOT,,LAFMV2-4G_EC200UCN-P25V12-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V12_OCT_03_2024_12,,0000000000000000000000000000000000000000000000000000000000000000,3DD26C91305349A0F2E46F5C9E7E3AF7FF4FF7F6D96BCAB01DF22CA6B75EA3FC,CC7BFD73BA460D2724CB828D920077B419BB274A068B9DFF4B397C8ABED04CE2,false,varashebkanthi@intellicar.in,1740470641159,false
866,2453,1522,EVMGroup,Bike_Honda_CB Hornet 160R_Default_2024_P_MT,P25V1,AIOT,,LAFMV2-4G_EC200UCN-P25V1-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V1_MAY_23_2024_17,,0000000000000000000000000000000000000000000000000000000000000000,8E7348D6FCC755295409C4D5781634CF6B069BED0FB55FA80A53FD4DBF63DF52,47F1431913E34C3402244A49B77C974567A7251049B85B0308B5A0ED2C40F4C3,false,varashebkanthi@intellicar.in,1740470641251,false
876,3620,961,blrtrafficpolice,Car_Mahindra_Bolero_Default_2021_P_MT,SFF-V1,AIRTEL,,LAF_SFF_V2_0_15_11_2022_05_P,,LAFC_CAN_FW_V2_2_2,,,00D4BBFB7533E577909129EB3019E243CA4F2A9644DCC3C5673821AC8DA63C77,F825E783C607D4F340E453565AD34699EFD07A0B01B1EEF7894C2C01CDD7B318,false,varashebkanthi@intellicar.in,1740470641348,false
886,3120,1757,Inverted_energy,BMS_Inverted_51v100AH_Dally_2023_EV_AT,P25V6,AIOT,,LAFMV2-4G_EC200UCN-P25V6-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V6_MAY_23_2024_17,,C0949A5EAC9373902C95E9188A4510FCFCFFF7817F21B951A34BB5974B37A2A8,0599873C8872C2443827F2DC9CB77CFCEB572AFE2D0E599ED7944D47DC6A98EA,D67404FE32E502A4B23B03F818C77346CEADDFEE833CEABD87F7E6AC9528DAC3,false,varashebkanthi@intellicar.in,1740470641440,false
